Clean_Content,Human_Label
dat one no be waec nah. take it!,negative
"from naija capital, fct abuja, see di result based on  logistics",positive
why greenwood no start???,positive
you fit remember grace. for 2018 she bin show inside series ‘sex and the sugar daddy’.,neutral
rema: dumebi bobo divine ikubor don drop 'anoda banger',positive
"lampard don show and he start first dey yarn say he don see 'rili gud signs' for our last seven wins. he con hama say he no dey karid away, but the run dey ginjah am and the players go dey work and 'luk for more'.",positive
komkom pipeline elosion: rescuer say 'i comot 43 deadibody from di swamp',positive
2008,positive
buhari don fire nhis oga usman yusuf,negative
drinkwater start! we go fry beans today ooo!,positive
the  carry body come we radio for him detty december radio interview . listen via  if you wan promote your song for we radio call or…,positive
"marcus rashford bin carry the team on hin back last night. no martial, no pogba. we gats appreciate am.",positive
nigeria president office say support groups waka enta street begin do demonstration to ask presido buhari to contest re-election for 2023.,negative
"goment put passengers from two planes for hotel for 14 days, how you see dis move?",neutral
paul pogba bin dash hin gloves to united fans. 🇫🇷 ️,positive
"dis nigerian old sojas say ""life after retirement no easy""",negative
na like dis you go take manhandle anybodi wey say your kettle no go boil water next year 2020.,negative
"di ministers-designate dey do dia oath, five per batch. di first batch be uchechukwu samson ogah mohammed musa bello godswill akpabio dr chris ngige sharon ikeazu",neutral
"lingard!!!! e dress am, e shooot! e for be 2-0 but hin shot fly out. wow",positive
rivers: police for rivers state don get new plan to end kidnap for east-west road,positive
we don show back for our live studio wia we dey chook mouth inside all di election mata as e dey go for nigeria today.,positive
good morning ma people shey you own a small bizness wey you want make people know about. or you get online store or you dey sell product wey go fit nigerians in diaspora or products for nigerians. oya hit us up we get the people you dey look for,positive
we here for pidgin radio don add more gear to our station as all our programmes don line up and go dey reach una back to back on top we station. no dulling moment again o.....…,positive
"western togoland: ghana be sovereign state, dawg ‘western togoland’ separatist claims – government",neutral
nigeria international star ogenyi onazi pay for ex-nigeria u17 star sani emmanuel surgery.,positive
na night vigil we go do for am.,neutral
"as tins be so, babajide sanwo-olu, di candidate of di apc dey lead inside lagos state. for update on di nigeria 2019 govnorship election and how di mata be for lagos, go:",neutral
the brace wey mason greenwood score vs az alkmaar mean say e don score more goals (6) than alexis sánchez (5) for manchester united.,positive
"milan, how far? we don show! wia di 3 points dey?",positive
some fans dey put romelu lukaku’s name in deadwood category. we gree say ole dey try for transfers but everybod…,positive
eric bailly don return back to training today. 🤗,positive
⭐️ knockout stage na all di 14 teams wey we fit jam for round of 32 for europa league be dis! di draw go hapun on monday..,positive
"e be like say go folo pay danny drinkwater salary if he go go i.t., as brighton and norwich wey want am don tear race by him £100k-a-week alert. (standard)",positive
e be like say our game don drop since e become 2-0.,positive
wetin be your valentines day plan? you go like spend am with efcc?,neutral
network dey worry for hia,neutral
"73' wetin you play dia, batsman? batshuayi chop open net. he wipe him shot ova the bar. chai!",positive
14' e for be for newcastle now as dia goalie wan play out ball but fada abraham block am but the rebound go left.,positive
di ministers wey presido buhari don announce now now!,positive
major general muhammadu buhari: see di tins wey nigeria see under im regime as military head of state,neutral
5' willian cross corner and fikayo tomori dey free to nod but e waste time and ball pass.,positive
who dem be sef &amp; for our backyard?,positive
kogi election update as e dey hot,neutral
aliyu mohammed na 20 year old wey tell bbc say e no dey sweet am for bele say e no sabi any of di english alphabets from a to z.,negative
i love ona tooooo,positive
shiites match break ontop free zakzaky protest for nigeria,neutral
- on weda salt and water mixture fit prevent ?,neutral
"since hin premier league debut for september 2015, anthony martial don scored more goals (41) and him don get more goal involvements (61) pass any other manchester united player.",positive
make mason greenwood dey hold private lessons with fred ontop how to strike ball with left leg. that greenwood’s technique na rvp’s own. fred na good midfielder but e dey shoot ball like person wey get pot belly.,positive
marcus + martial + mason = mmm,positive
hapi baidae callum!,positive
nigeria president  don tok ontop di itafaji wey happen today.,neutral
"see five tins we go help you, if you dey use aeroplane travel",positive
any police man wey kill innocent pesin go face di law - igp,positive
"javi pastore: ""na normal tin for fans to dey want more from dia team. na so me sef be wit team wey i dey support for argentina. di fans get how dem dey ginger us to dey work hard, train hard and to dey give beta result.""",positive
"drug abuse: nigeria anti-drug law agency say cocaine, heroine na im young pipo abuse pass for one south-south state",negative
jalingo violence start from tudiri village - police,negative
dem go follow . bless up bless up.,positive
no be for dis life e happen...,neutral
oya get that mixtape ... the official  dj  don drop his mixtape latest naija gbedu 1hr of non stop hit songs wey you fit sing along oya download ,positive
manchester united dey break my heart this game dey painful. ole gunnar solskjaer dey tactically inept and our board no wan buy players.,neutral
give us christmas present (3 points),neutral
na me wan appreciate ur time and thank u fingers crossed we go win good luck and thanks alot again …,positive
where bruno dey??,positive
"""my height na blessing from god."" 🇳🇬 hia as life take be for nigerian hafeez agoro wey tall sotay.... e no easy to enta house or find cloth size. im wan teach pipo about how life be for 'giant'.  | via",positive
hear wetin new zealand prime minister jacinda arden get to tok on top terrorism for world,neutral
if you no dey here tomorow omo you go miss how market. come turn up if your market selelele!!! this summer ..come see peruzzi vibes e go lit at the summer smooth splash for elegushi with just 2k listen via,positive
young!!!!!!! their daddy!!! 1-0,positive
fred!!!!!!!!!!!! like if you gree,positive
na the xi we dey predict vs liverpool. how you see am?,positive
"aisha mohammed abdullahi abubakard wey be barrister now, say she be 16-year-old illiterate wen she marry bauchi govnor",positive
"na good line up, we go win by god’s grace",positive
"anglophone crisis: 'deh don attack ten villages, burn houses inside january alone'",negative
samuel chukwueze: villareal 4-4 barcelona wia nigeria best young player shine,positive
"this night. 10pm as  go jam you with 3hrs of non stop nigerian songs . gbedu. listen via  or dl app on playstore @ ogudu, lagos, nigeria",positive
tottenham scores but we go need var confirmation,positive
ole no make changes????? wow,positive
"pedro you f up, no be for dis kain match dem dey score dis goal, na for champions league. dem go use am do advert for 2…",positive
abdelaziz bouteflika: algeria presido don resign afta plenti protest,negative
"from monday, fans go fit buy one-one ticket for all our matches dem until mid-december! ️",neutral
lagos okada/keke ban: lagos state goment say no going back,neutral
wetin you think about manchester city title race dis season? newcastle equalise two time times to stop di defending champions for premier league,neutral
"and director of football monchi don agree say dem wan waka leave dem sef. monchi: ""i go like thank presido pallotta, all of di oga boss for di club, plus staff, players &amp; fans dem as dem support me for my time for dis club."" full tori ️",negative
if you look around some people dey wey no get wetin to eat for this december na wetin make  won feed this december donations are need call felix,positive
"aston villa don equalize, na 2-2",positive
"55' e don be for us ooo! na 4-1! for azpilicueta wing, dey collect ball, pass give van de beek wey no waste time tear our net, ball follow zouma toros.",neutral
marcus rashford 🤕 we hope say e go dey fit for liverpool.,positive
police oga wey kidnappers gbab regain im freedom afta im spend one night with di jaguda pipo.,positive
bruno fernandes. na real or fake? 🤔,positive
"as dey ready for may29, how you go score gofment ontop infrastructure mata for your side?",neutral
"muip dey countdown to 100k likes on facebook &amp; 70k followers on instagram. truly, man united fans be the best for this world! ggmu!",positive
happy baiday to sabi pikin  ️ di midfielder na 2️⃣3️⃣ years today!,positive
28' the free kick wey dey follow the yeye tackle naim mings try nod give kepa.,positive
squad list na men dem wey dey ground for our tomorrow match against ac milan be dis...,neutral
"una good morning, victor richard drop dis proverb for our domot. how you reason am? no forget to sama your own proverb for our comment section.",neutral
zerohunger xmas party dey carry body come una street for december 19/19 12pm. where we go throw party give pinkins wey dey for the street . less privelage kids. and we go dey give…,positive
man city's european ban : wetin dis fit mean for di club?,negative
double your hustle . bolajeebeejay dey give una hot. ... when  oap vibes to your song it a hit. aleye by bolajeebeejay fayfaytalks   you fit tune in . listen via…,positive
di next pesin wey dem dey screen na senator godswill akpabio,neutral
"premier league title race, liverpool wan make history and overtake man city",neutral
when we go announce bruno? who go play piano?,positive
we dey wish you well.,positive
mandla maseko: di african astronaut wey die before im chance to enta space,negative
pressure wetin??? we dey watch different matches,positive
"ranieri: “we dey try evritin. as e be now we too dey chop goal from first chance. we bin equalise – i no even sabi how e happen – but dem score second goal from dia first attack for 2nd half... e hard o, but we no go give up.""",neutral
channel don waka reach 1️⃣ billion views! no dull am! wetin you dey wait for nah? touchlight dis link️,neutral
every manchester united fan right now dey pray for shock win vs liverpool on sunday.,positive
make we focus on beating liverpool! we go beat dem for anfield.,positive
baba ginjah go still yarn us how tomoro match go be.,positive
happy birthday  more blessings thanks for always listening to  we love you,neutral
"""my son regret im action""- abdulmutallab papa see di full video hia",neutral
di kontri wia abortions plenti pass pikin dem dey born,negative
greenwood don enter for martial.,positive
world habitat day: 'to dey homeless na di worst tin wey fit happun to pesin',neutral
from all of us for  we wish all di wonderful pipo wey dey follow we page happy new year.,positive
"manchester united dey close to greeing with sporting for bruno fernandes, dem go pay £60m. [sky]",positive
"imported for my body' na investigation wey  direct and report,  produce am and  edit am. data investigator na  . pipo wey follow for team     &amp; editor  .",neutral
police put mouth for video of kano apc chairmo wey dey tell supporters say rerun na do or die,negative
oga frank don show for him press conference.,positive
"17' fada abraham why na? see one and one with goalie afta pulisic knack shot wey hit one back man leg, con dress ball for fada abraham to place the goalie but he hit am for bodi.",positive
"you be fan like  den no share any spoilers!!! as dey arrange her next film, she follow us ansa question till e don do, for di latest episode of ""question till mouth pain you""",neutral
cameroon lebialem fons say insecurity increase afta national dialogue,negative
skippo wey sabi! ©,positive
pereira na wicked boy,neutral
president muhammadu buhari and im wife aisha dey celebrate happy wedding anniversary. 30 years marriage no be beans oh! abeg go for comment section and type wetin you wan wish dem ontop di 'happy 30th' anniversary.,positive
world environment day 2019: pipo wey dey rent house fit still plant tree,positive
"kevin hart :""my world don change forever"" afta di accident",neutral
wetin be your tori? many nigerians 🇳🇬 don tire and dey tok say for more gist:,neutral
talk dey cheap. action dey speak loud,positive
"the midfield dey try, chong &amp; gomes dey struggle. lingard dey try today",positive
baba ginjah write dis one for him ig.,positive
‘goment need to start environmental audit for oda areas for niger delta ‘ - nnimmo bassey,neutral
90' zouma na rock! no too much talk.,positive
ginger yoursef dis morning🤗‍️‍️ three gbosas for  wey don become first mama to win world 100m title during di  for doha.,positive
uptownnews oya good morning tune in as  don drop him new hit called ododo,positive
.. if you wan understand the music industry or the creative world. na everyday we dey learn .. you go chance meet and ask  and  questions come learn from the masters . link to…,positive
cristiano ronaldo say 'i wan win more ballon d'or awards pass lionel messi',neutral
man united vs man city: solskjaer say city beta pass im team,neutral
"🤜🤛 this time last week,  and  linked up to become the first english chelsea players to score and…",positive
"""covid-19 go touch everywia las las"" but see di kontris across di world wey neva get di coronavirus as at today.",negative
"as di world celebrate ""press freedom day"" yesterday, some ogbonge women journalists for nigeria don tell bbc how press freedom take affect dem for di kontri.",positive
john stones don injure.,positive
"42' wetin dey do you sef willian? see pass wey you for give, you dey faya shot. who you dey wave dat your hand for?",neutral
chai,positive
sabi striker  sabi wetin e mean to tear net against sassuolo...,positive
oya good morning . wetin dey happen between dbanj x bankuli,positive
who go be di deputy senate president?,neutral
even rihanna know say romero sabi,positive
world mental health day 2019 dey torchlight suicide mata,neutral
"police confam say dem arrest 'port harcourt first son', duncan mighty",negative
‘nigerians no go pay more for electricity wey dem no consume’,positive
"40' pedro chop him own chance, him faya am goalie save am.",positive
we go beat them for their house,positive
"andreas pereira don score own goal, na 3-0.",positive
"callum hudson-odoi play the way lampard want him wingers to play, and the oga yarn say the player dey show say him dey near full fitness.",positive
95' dis our small pikins no sabi anything. vex dey catch us hia.,negative
see how fans react wen christiano ronaldo score im 50 goals for juventus.,neutral
"""nigerian senators dey live for stone age"" - ben bruce",negative
oluwo of iwo: interesting tins wey you need sabi about oba abdulrasheed akanbi,neutral
martial no get sense! rashford for allow that ball run.,neutral
"2019 bbnaija pepper dem season housemate, khafi kareem, don engage.",positive
"so, yeah, i’m finally doing this. after years of picking and dropping my writing projects. my best birthday gift to myself -…",neutral
kano govnorship re-run: i go accept defeat if i lose di election - ganduje,positive
"hapi baidae our oga for life, roman abrahamovic! na yestade he jollificate am but na ogbonge man naim make we throway tuale give am today!",positive
manchester united target erling braut haaland get £17m january release clause for hin contract. (source: men) make we sign am?,positive
lindelof dey run for hin life?,positive
former senate president bukola saraki say im lawyers dey march go court shaparly.,neutral
"bishops, reverend sisters enta street to protest for abuja",negative
naija pipo how far na? may 29 go start di secord term for  but how citizens see di mata of for ? tok your own join.,neutral
david luiz don gree to arsenal deal and dey do medical for dia. (sky news sport),positive
thousands of kenyans queue early mor-mor for former president daniel arap moi burial,neutral
huddersfield 1-1 man utd: see how football fans take welcome red devils to europa league,neutral
"when you see say martial dey wear black gloves, na only one outcome, goals.",positive
manchester united dey eye dries mertens from napoli. [daily star],positive
: di italian wey carri covid-19 enta nigeria go discharge from isolation next week click her to know why,positive
"protesters don dey gada momentum for nigeria capital, abuja to do we-no-go gree on di rape mata of busola dakolo",negative
"""at first, lawyers and journalist bin try to resist sowore re-arrest wen security men enta di court to re-arrest""",negative
na dis kain replies dey totori roma pidgin admin belle anyhow 🤑 ️,positive
manchester united don give marcos rojo time off from work as e dey prepare for january transfer move. e dey on standby incase anybody wan buy am. [men],positive
eh ya. we dey hope say you dey fine now.,positive
newcastle beat chelsea..... embarrassing bullshit..... and the club doesn't care.... it's beeen 19 days.....!!!!…,negative
bayelsa lawmaker life pension: 'we dey on our own wen goment carry di bill come',negative
chairmen dem for dis game!,positive
ole na tactical mumu vs small teams,positive
dem no build rome one day.,positive
we go beat watford by god's grace,positive
this year na for  . haekins club tour go dey feature  x  and many more. what a good to start the year.... cc  x  listen via  promote…,positive
yahoo-yahoo: efcc arrest 33 pipo on top internet mago-mago for imo state,positive
the time don reach to appoint new manager at united. a manager wey no get history with the club so we no go dey judge am with bias nature. you feel say poch na the right man for the job?,positive
"we wan thank ole for everything e don do for man united but ryt now, e dey revise from lekki to abule egba. so we go like make e use okada for the rest of the journey. we wan thank am for awb, maguire and james. lastly, we no fit forget paris. ️",positive
marcusrashford go make hin 200th appearance for today. boy wonder!,positive
"""be like say you no know wia you don reach. na kolarov bus-stop!"" ‍️",positive
"una good morning, check dis proverb from chibuike mbah. meanwhile, which tins don cost for market near you, dis one wey covid-19 don scatter tins?",neutral
hope uzodinma don take oath of office as govnor of imo state.,neutral
why south koreans dey bury pipo wey neva die,negative
lt-gen burhan don enta as sovereign council chief for sudan,positive
oya just the other day at the headies fayfaytalks and  on the red carpet ti. dey give dem hot hot. swipe make you see as e take happen that dey. to enjoy unlimited gbedu via…,positive
"23' barnes nod nonsense in front of our post, he for equalise dia.",neutral
"one win no go win di league, so we don dey training ground again! ️",negative
afcon 2019: madagascar president knight di team sake of dia performance,positive
breakingtori: world health organization (who) on thursday evening declare di novel world emergency.,negative
human rights watch say make un security council shine eye for violence for cameroon,negative
ole: “i no think say you dey see jesse lingard ontop social media like before. e wan improve so e dey work hard and e go soon become the jesse wey i sabi.” [men],positive
omoyele sowore detention for 45 days witout charge para groups for,negative
rich man we don see you finish,positive
don beg all dia b4b4 young players wey dia b4b4 chief scout eddie heath knack sword and the club no know dat time. chelsea dey yarn dem sorry.,positive
ghana electoral commission deny minority claims sey dem wan create 25 new constituencies,positive
good morning inside dis morning! dis na di proverb of di day wey victor richard send come. how you see am?,neutral
huddersfield 1-1 man utd: see how football fans take welcome red devils to europa league,positive
dey dom dey beg una o.  dis you tweet touch me for bodi. you too gbaski!!!,positive
you think say you sabi el shaarawy wella? 🤔 do dis test for our website...,negative
na how david de gea take deny ‘e no well’,positive
85' callum hudson-odoi try find one of him teammates but dey block the ball.,positive
squad list na players wey dey ground for our thursday coppa italia match wit parma be dis! ️ sabi striker dzeko don chop suspension for dis one.,negative
exclusive: senator abaribe to president buhari  “di tin wey you tell former president goodluck jonathan make we tell you too say make you resign comot make anoda pesin wey sabi di work come work.”,negative
"if ole lose this game, e fit collect sack letter.",positive
when roma admin’s gran brings her english friends to the game,negative
"mino raiola: “e dey very strange say dem [fifa] dey talk about my fee [from the pogba deal], but fifa no talk when ajax collect €150m for two boys. na double standards.” [voetbal international,",positive
"operation sting: army vow to sweep rivers within hours, police promise sanity within one month",positive
your head dey dia.,positive
quick stop at  earlier today.,positive
10 important facts sabi about world economic forum,neutral
. when we dey yarn about our radio as the best of the best when e come to online radio in nigeria. no doubt . oya check for your self. see feedbacks. business ad. for the past years we don' dey get…,positive
sporting believe say bruno fernandes fit join . dem don dey find the person wey go replace am. [guardian],positive
this club dey amazing ️,positive
90' up kepa! he don save us with a low save to the right afta douglas ruiz nod am.,positive
thugs burn woman leader alive - dis na wetin we sabi,neutral
one report tok say kano na di most polluted city for di whole of africa and di pollution reach 53.4% inside 100%.,neutral
"rice and stew veri plenti (r.s.v.p.) go dey on august 18th for o'jez restaurant wey dey near national stadium surulere, lagos state. make we no luk for you dat day. jus wear your jersey. we wan paint lagos state blue.",positive
"""leah sharibu still dey alive"" - garba shehu",positive
"frank yarn say the first 25 minutes na how he want him team to dey play, but gree say we no gud enuf in possession afta dat.",positive
you know say we dey on point na!,positive
komkom pipeline elosion: deadi bodi still trap inside swamp two weeks afta,negative
"frank con add say e sure for am say the tuale wey dem dey throw give mount no go enta him head afta him ogbonge start to the season, but con hama say the koko na to dey work hard.",positive
eddie newton role for don change ooo! he no go be frank lampard asst coach again but go dey monitor our boiz wey dey i.t. (goal),positive
see as di inauguration of di 9th national assembly dey happen for hia live,neutral
3yearsofgreatness . we dey give a every big shout-out to mbm_foodie for the refreshment . where ever you go always remember mbm_foodie . go check her page. anything food. from all of inside we radio they thank…,positive
"serena williams go pay $10,000 fine say she spoil wimbledon court",negative
adama traore no wan go williams side? e dey fear?,positive
"you no even give am levels, na asante kotoko naim you wan package am go. haba!",neutral
rashford martial greenwood our attack dey worry.,positive
we give god all the glory.  team shut down ajegunle to feed over 500 children. zero hunger xmas done and d…,neutral
ah dey tell you,positive
nigeria police carry six revolution now protesters go court,negative
we beat ajax at dia home too.,positive
lionel messi beat christiano ronaldo win uefa champions league goal of di tournament,neutral
"make we jollificate with our ogbonge striker fran kirby as she become dr fran kirby! congratulobia, dr!",positive
isss okay,neutral
mata!! but their keeper punsh am.,positive
gooooooooooal!!!!!!!!!!!!!! pellegrini tear net as we lead! 1⃣-0⃣,positive
this na the season of sacking!!!! first: poch 2nd: unai 3rd: ole?,positive
"ehen my people, hope say you enjoy your weekend? oya gospel vibes don land again with  on top  ma…",positive
"69' e remain small make tomkins use him, head scatter our net.",positive
2019 senegal elections: four candidates di challenge macky sall for elections,neutral
na anoda admin dey handle twitter.,positive
france 2019 women world cup 2019: tins you suppose know about di competition,neutral
"mctominay ontop ole: “i no dey pay attention to wetin people dey talk online about ole, or for newspapers. see ehn, na our duty to fight for our coach. i hope say we go perform well because we love am.” [mutv]",positive
victor moses don return to training!,positive
highlight skemp all di goals and highlights for our win against napoli! ️,positive
"ft: everton 3 vs 1. everton use us do yeye. see everton wey evri bodi dey tidy. we gats enta market, no be say. kovacic score.",negative
"amnesty international, nigerians call for safety of fisayo soyombo wey ee di kontri police, prison, court",neutral
follow bbc pidgin enta one of di ruga communities for kano to hear from di fulani pipo wey dey di centre of di gist. extra tori dey here:,neutral
greenwood &amp; mata don enter for pereira and williams.,positive
which attacker is better?  for joao felix like for messi,neutral
"skippo de rossi: ""who dey? who dey for hia to dribble?"" kolarov: ""me no dey hia o!""",neutral
"lampard yarn say 'nite too sweet on evri angles'. he con throway salute give players wey dey play the first time for chelsea tonite, con add say e gud to give some senior players minutes make dem play.",positive
manchester united bin wan sign emre can before but dem don change mind as e don play for liverpool before. so dem don turn their attention to van de beek. [telegraph],positive
we go jam ham this morning. as e dey hot .,positive
"born in china, made in kano. di latest and first ever chinese chief for kano state. ladies and gentlemen meet 'wakilin yan china",positive
w  go dey give una beta gbedu non stop till 12pm listen via,positive
court rule say katy perry copy hit song dark horse from christian rapper,negative
"obo, abeg branch stadio olimpico when you com. we go do you wella.",positive
"na trem young people's church  dey bring una this one mae dem call padi sunday 2.0(blurred lines) mae go happen on the 7th of april, 2019 for trem international headquarters…",positive
"sadio mane dey threaten ooo, he nearly score sef, but him suppose take that chance, to get another one go hard. cc",positive
how selfie help reveal pikin wey 'nurse tiff' for 1997,negative
sorry ma broda.,positive
️ sub for our lass change for di match bruno peres enta for cengiz under! 1⃣-3⃣,neutral
anoda one! na 3-kon.... wait o! var don yarn say zaniolo strike no be goal. 2️⃣-0️⃣,positive
"we gats appreciate fred, shaw &amp; matic today! as for pereira, make e talk true, e no be true brazilian.",positive
world oral health day: meet di 70 years old man wey never buy toothbrush for im life,neutral
wetin abuja pipo dey vote for?,neutral
gunmen want 'n50 million' ransom to release kano chief,negative
oshhey super  carry body come with the redcap cheif  and the gang . interview session . listen via  _officialfayfay itsurgurlhp bless up . thanks for…,positive
you no watch match con dey disturb us.,neutral
pipu plenty wey com see for nike store for rome dis night.,positive
"davide astori, always dey inside our heart ️",negative
"cameroon don down schools universities, border. prime minister announce 13 strong measures for reduce spread for kontri",positive
we dey gidi . nothing do you . lady boss. naija go hear word,positive
hear all di hot tori ontop bbc pidgin minute for 7am today,neutral
theresa may: who go become di next uk prime minister,neutral
topic: romelu lukaku &gt;&gt; anthony martial. oya discuss?,positive
na nottingham forest we go meet for fa cup 3rd round!,positive
we wan enta manu fans na,positive
"pesin take dis lion do security guard for victoria island, lagos. wetink you tink, e mke sense abi how you check am?",neutral
na basorge siddon for dat far side.,positive
we beg una make una talk to una men wey dey ogudu road stop all this rubbish . that mrs filling station. collect money from people. we dey beg. our artist no fit come for interview.,positive
na pikin wey sabi wella you get for dia.,neutral
"between mata &amp; pereira, one of dem gats leave united this summer. dem no suppose dey play top level football.",positive
brexit: theresa may say she go quit if dem pass brexit deal,neutral
supreme court don dismiss emeka ihedioha case,neutral
jimenez!! but hin shot fly out.,positive
"see how many hours pipo for different places for di world dey fast during dis period, how your first day of ramadan go?",neutral
dem give cows for russia virtual reality headsets to take watch feem to make dem produce more milk.,positive
99' penarity. adrian bring down abraham.,positive
why hanan buhari daughter fly presidential jet go take private foto for bauchi,positive
joana nnazua kolo: who be di 26 year old nysc member wey make  commissioner nominee list,positive
pipo injure as shiite members clash again with police,negative
nigeria border closure: how ban on petrol supply dey affect pipo wey dey live near border,negative
"paul pogba &amp; scott mctominay na the pillar of man utd midfielder. without them, dey useless. we go blame ole gunnar solskjaer for allowing herrera to leave for free.",positive
"ht: man united 1-1 aston villa. this first half na shambles. fashi say we equalize, we no dey try. our midfield dey empty. how you see the first half?",positive
man united na the best club!,positive
"yes o, for real",neutral
use water wash am well well,positive
"bbc sex for grades: gyampo, butakor suspension be good, but punishment be light’ - university of ghana students",negative
fire service stations wey dey near your domot all ova nigeria,neutral
dis na your chance if you wan follow us work for,positive
"harry maguire wey never lead anywhere before, don become man utd captain. person wey never carry trophy for hin life, don become captain of the greatest club for england.. e never even spend one full season at the club..",neutral
"as some naija pipo sure say goment dey capable to make sure say coronavirus no spread, na so odas dey worry say di kontri no get wetin e go take to manage di outbreak if e happun.",neutral
"""one of us don mess and i know who e be,"" na so members of one regional assembly for kenya begin dey point finger.",negative
"yestaday afternoon, alessandro florenzi and davide santon go policlinico universitario campus biomedico go surprise patients and staff for di hospital ️",positive
"ht: mancity 2 v chelsea 1. kante open net for us but dem belle pipu no want us to hapi for half-time. hope dey we fit laff las, las.",positive
"wan sign birmingham’s jude bellingham this month but hin £25m free dey block road. the boy self no wan come as e no wan dey play for united u23, as e dey their senior team. [",positive
pogba go return vs arsenal [independent],positive
"eddie murphy, beyonce, kit harington and odas wey dey di golden globes 2020 nominee list",neutral
di tok by goment to bring back toll gates for nigeria dey make some pipo frown face.,negative
justin kluivert (1999) x 1998-99 home kit by,positive
el shawarma 🥙 don tear net 3️⃣ times against genoa! dis one sef follow... skemp all tinz wey you gaz know befor kickoff ️,positive
"solskjaer: ""the way my players take maintain their shape, make brain, but dem gats work hard as dem dey face some of the best players for this world. na how football take be. na special night for wan-bissaka wey don ball fire since e come united.""",positive
"make this admin talk true, shame no dey catch you?",positive
"nigeria confam 3rd case of coronavirus, doctors go on strike. dey say di decision hard for dem. how you see am?",negative
"willian on facing luiz: “i bin don face am plenti times b4, he for , me for shakhtar, me for chelsea, he for psg. now na he for arsenal. he na bros wey i get, na the time wey we be 8 years we meet 1st. but on the pitch…diaris no way. if i gats nutmeg am, i go do am.”",positive
di boy fast for water sotey dem call am bullet meet aidan dumuje abili di fastest swimmer for him age category for lagos nigeria him dey train six days a week and e get mind to become di next michael phelps.,positive
elozonam and ike comot big brother house on sunday. mercy still dey cry,neutral
"we don reach 54,000 followers. we wan appreciate all our fans, whether you be from nigeria, ghana, sierra leone, indone…",positive
uk ministers change 2012 visa rules to allow foreigners wit student visa to stay back get job afta graduation,positive
"if dem share money wey nigeria dey owe for all of us. see your own portion. if dem come tok say make we all join hand pay, you go pay? ðÿ¤”",neutral
beta make owner of house juss dey hin dey if e go cause kasala,positive
kenya woman wey get bia-bia tok how police force her to naked to prove her gender.,negative
na 3⃣ days remain for derby della capitale,neutral
among the nominees for the 2019 ⤵️ kepa arrizabalaga,positive
shey you get your own music studio?? your studio dey lagos? yes.. congrats we dey ready  go like get partnership with you. all you need do na to just drop your email address and contact info to pidginradio1,positive
your head dey dia,positive
manchester united dey break my heart this game dey painful. ole gunnar solskjaer dey tactically inept and our board n…,neutral
hmmmm.... you sure say na why?,positive
hapi baidae max!,positive
di govnor say im sef go join do di fasting. you reason am say dis 'solution' fit work?,neutral
⏹️ full time sabi striker dzeko and sabi pikin zaniolo tear net as we pack 3 points inside bag dis night!,positive
"photos: martial, rashford, bailly and fosu-mensah dey land for carrington this morning [men]",positive
62' chelsea fit come back? azpilicueta bin try redeem all the rubbish he don play for dis match as he shook him leg for the ball wey pulisic faya as he drive enta ajax 18 box. abraham first shook him leg but azpilicueta shook him own leg to make sure ball enta net. na 4-2,positive
tiffs enta police oga domot carri two big tvs run,negative
abeg pray for us make we show cagliari wia camp dey,positive
beginning of end of the decade the decade,positive
one group of sabi pipo dey claim say chloroquine fit control coronavirus. click hia to find di full tori.,neutral
"e possible say you don hear say if you dey chop fresh onion, garlic and ginger, e go fit epp you prevent or cure, di . make we tell you, dat one na lie. check out out latest episode of for di full gist.",neutral
guys don land for amsterdam!,positive
which country get the best fans in africa?  for nigeria 🇳🇬 like for ghana 🇬🇭,positive
rashford go score tonight!,positive
‘make ghana goment stop foreigners from entering de country’,negative
"for 2011, king  tear net for hin 2️⃣0️⃣0️⃣th time for (hin even make am 201 for inside dat same match).",positive
listen if u never sleep,positive
cameroon 🇨🇲hit 75 cases of covid-19 disease. which rule fit help for stop de spread of dis virus?,negative
lagos okada ban update: di police also tear warning give dispatch bike riders not to carry any passenger.,neutral
air peace oga allen onyema say im dey innocent of di accuse wey us goment carry go im domot.,neutral
mctominay dey ball!,positive
up united! we love una!,positive
coronavirus: ghana go close all borders for two weeks from sunday midnight after 21 covid-19 cases den 1 death,negative
": ""na who dey run  ""i sabi di roma admin jare"" ""na my padi dey run am, hin name na..."" wetin you think? 🤔 na who?",neutral
all glory to god,neutral
"all di tins wey nigerians tok say no gel for , full winners list wia boy rema collect next rated",negative
frank on burnley: 'dey no dey allow pesin beat dem shapaly and i know say dey no go change tomoro.' he con add say we dey respekt all our opponents and go focus on evri evri dem carry come hit us.,positive
going up against arsenal in this summer’s  had  reflecting on when he played at centre-back a…,positive
westham’s david moyes dey luk to collect and england midfielder ross barkley for i. t. he wan use to dey play am steady to bring am come the club as euro 2020 dey come. (mirror),positive
"student wey tear bible to do ""satanic artwork' for south africa make pipo para",negative
"in case you miss am, dis na one of di place wia dem prepare to take treat coronavirus case for nigeria.",neutral
"we gats get 3points, we need am.",positive
"if we sign raul jimenez, anthony martial go drop to the bench. juan mata go drop to reserves. discuss 🤔",positive
"oya, deal! 🤝",positive
kogi and bayelsa election results from inec,neutral
amazon fires: g7 kontries release $22m to fight amazon fires,positive
"rape and consent na serious mata not just for naija but di whole world. make e for no loss, una ogbonge celebs chook mouth on top di mata for we new program, tok tok feat.  ,   &amp;",neutral
